"CR","HD","HP","INIT","NAME","URL"
"28","33d10+429","610","+13","Empyreal Lord, Vildeis","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/empyreal-lord/empyreal-lord-vildeis"
"26","32d10+352","528","+22","Empyreal Lord, Korada","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/empyreal-lord/empyreal-lord-korada"
"30","34d10+476","663","+16","Empyreal Lord, Cernunnos","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/empyreal-lord/empyreal-lord-cernunnos"
"23/MR 6","22d10+302","423","+16M/-4 dual initiative","Elohim","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elohim"
"3","6d10+18","51","-1","Quasi-Elemental, Obsidian (Large)","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/quasi-elemental-obsidian/obsidian-quasi-elemental-large"
"5","8d10+32","76","-1","Quasi-Elemental, Obsidian (Huge)","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/quasi-elemental-obsidian/obsidian-quasi-elemental-huge"
"7","10d10+40","95","-1","Quasi-Elemental, Obsidian (Greater)","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/quasi-elemental-obsidian/obsidian-quasi-elemental-greater"
"9","12d10+48","114","-1","Quasi-Elemental, Obsidian (Elder)","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/quasi-elemental-obsidian/obsidian-quasi-elemental-elder"
"3","6d10","33","+4","Quasi-Elemental, Lightning (Small)","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/quasi-elemental-lightning/lightning-quasi-elemental-small"
"6","10d10+20","75","+6","Quasi-Elemental, Lightning (Medium)","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/quasi-elemental-lightning/lightning-quasi-elemental-medium"
"9","12d10+36","102","+12","Quasi-Elemental, Lightning (Large)","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/quasi-elemental-lightning/lightning-quasi-elemental-large"
"3","6d10+18","51","+6","Quasi-Elemental, Acid (Large)","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/quasi-elemental-acid/acid-quasi-elemental-large"
"5","8d10+32","76","+8","Quasi-Elemental, Acid (Huge)","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/quasi-elemental-acid/acid-quasi-elemental-huge"
"7","10d10+40","95","+9","Quasi-Elemental, Acid (Greater)","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/quasi-elemental-acid/acid-quasi-elemental-greater"
"9","12d10+48","114","+10","Quasi-Elemental, Acid (Elder)","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/quasi-elemental-acid/acid-quasi-elemental-elder"
"17","24d10+96","228","+9","Time Elemental, Royal","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-time-tohc/time-elemental-royal-tohc"
"14","20d10+80","190","+9","Time Elemental, Noble","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-time-tohc/time-elemental-noble-tohc"
"8","12d10+36","102","+9","Time Elemental, Common","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-time-tohc/time-elemental-common-tohc"
"2","2d10","11","+0","Psionic Elemental, Small","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-psionic-tohc/psionic-elemental-small-tohc"
"4","4d10+8","30","+2","Psionic Elemental, Medium","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-psionic-tohc/psionic-elemental-medium-tohc"
"8","8d10+24","68","+8","Psionic Elemental, Large","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-psionic-tohc/psionic-elemental-large-tohc"
"8","10d10+40","95","+10","Psionic Elemental, Huge","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-psionic-tohc/psionic-elemental-huge-tohc"
"10","13d10+52","123","+11","Psionic Elemental, Greater","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-psionic-tohc/psionic-elemental-greater-tohc"
"12","16d10+64","152","+12","Psionic Elemental, Elder","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-psionic-tohc/psionic-elemental-elder"
"2","2d10+2","13","+7","Positive Energy Elemental, Small","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-positive-energy-tohc/positive-energy-elemental-small-tohc"
"4","4d10+8","30","+9","Positive Energy Elemental, Medium","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-positive-energy-tohc/positive-energy-elemental-medium-tohc"
"6","8d10+24","68","+11","Positive Energy Elemental, Large","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-positive-energy-tohc/positive-energy-elemental-large-tohc"
"8","10d10+40","95","+12","Positive Energy Elemental, Huge","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-positive-energy-tohc/positive-energy-elemental-huge-tohc"
"10","13d10+52","123","+13","Positive Energy Elemental, Greater","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-positive-energy-tohc/positive-energy-elemental-greater-tohc"
"12","16d10+64","152","+14","Positive Energy Elemental, Elder","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-positive-energy-tohc/positive-energy-elemental-elder-tohc"
"2","2d10+2","13","+7","Negative Energy Elemental, Small","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-negative-energy-tohc/negative-energy-elemental-small-tohc"
"2","4d10+8","30","+9","Negative Energy Elemental, Medium","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-negative-energy-tohc/negative-energy-elemental-medium-tohc"
"6","8d10+24","68","+11","Negative Energy Elemental, Large","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-negative-energy-tohc/negative-energy-elemental-large-tohc"
"8","10d10+40","95","+12","Negative Energy Elemental, Huge","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-negative-energy-tohc/negative-energy-elemental-huge-tohc"
"10","13d10+52","123","+13","Negative Energy Elemental, Greater","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-negative-energy-tohc/negative-energy-elemental-greater-tohc"
"12","16d10+64","152","+14","Negative Energy Elemental, Elder (3pp)","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-negative-energy-tohc/negative-energy-elemental-elder-tohc"
"12","17d10+68","161","+14","Negative Energy Elemental, Elder","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-negative-energy-tohc/elemental-negative-energy-elder"
"3","4d10+8","30","+0","Mud Elemental, Medium","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-mud/medium-mud-elemental"
"5","8d10+24","68","+1","Mud Elemental, Large","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-mud/large-mud-elemental"
"7","10d10+40","95","+3","Mud Elemental, Huge","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-mud/huge-mud-elemental"
"9","13d10+52","123","+4","Mud Elemental, Greater","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-mud/greater-mud-elemental"
"11","16d10+64","152","+5","Mud Elemental, Elder","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-mud/elder-mud-elemental"
"3","4d10+8","30","+3","Magma Elemental, Medium","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-magma/medium-magma-elemental"
"5","8d10+16","60","+3","Magma Elemental, Large","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-magma/large-magma-elemental"
"7","10d10+30","85","+3","Magma Elemental, Huge","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-magma/huge-magma-elemental"
"9","13d10+52","123","+3","Magma Elemental, Greater","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-magma/greater-magma-elemental"
"11","16d10+64","152","+3","Magma Elemental, Elder","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-magma/elder-magma-elemental"
"14","10d10+30","190","+3","Magma Elemental Ram (3pp)","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-magma/magma-elemental-ram"
"3","4d10+4","26","+8","Lightning Elemental, Medium","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-lightning/medium-lightning-elemental"
"5","8d10+16","60","+10","Lightning Elemental, Large","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-lightning/large-lightning-elemental"
"7","10d10+30","85","+12","Lightning Elemental, Huge","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-lightning/huge-lightning-elemental"
"9","13d10+39","110","+13","Lightning Elemental, Greater","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-lightning/greater-lightning-elemental"
"11","16d10+48","136","+14","Lightning Elemental, Elder","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-lightning/elder-lightning-elemental"
"3","4d10+8","30","+0","Ice Elemental, Medium","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-ice/medium-ice-elemental"
"5","8d10+24","68","+5","Ice Elemental, Large","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-ice/large-ice-elemental"
"7","10d10+40","95","+7","Ice Elemental, Huge","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-ice/huge-ice-elemental"
"9","13d10+52","123","+8","Ice Elemental, Greater","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-ice/greater-ice-elemental"
"11","16d10+64","152","+9","Ice Elemental, Elder","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-ice/elder-ice-elemental"
"3","4d10+12","24","+4","Gravity Elemental, Medium","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-gravity-tohc/gravity-elemental-medium-tohc"
"5","8d10+32","76","+10","Gravity Elemental, Large","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-gravity-tohc/gravity-elemental-large-tohc"
"7","10d10+50","105","+12","Gravity Elemental, Huge","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-gravity-tohc/gravity-elemental-huge-tohc"
"9","13d10+65","136","+13","Gravity Elemental, Greater","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-gravity-tohc/gravity-elemental-greater-tohc"
"11","16d10+80","168","+14","Gravity Elemental, Elder","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-gravity-tohc/gravity-elemental-elder-tohc"
"1","2d10","11","+5","Fire Elemental, Small","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-fire/small-fire-elemental"
"3","4d10+8","30","+7","Fire Elemental, Medium","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-fire/medium-fire-elemental"
"5","8d10+16","60","+9","Fire Elemental, Large","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-fire/large-fire-elemental"
"7","10d10+30","85","+11","Fire Elemental, Huge","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-fire/huge-fire-elemental"
"9","13d10+52","123","+12","Fire Elemental, Greater","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-fire/greater-fire-elemental"
"11","16d10+64","152","+13","Fire Elemental, Elder","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-fire/elder-fire-elemental"
"9","10d10+70","125","+6","Elemental Spider, Earth (3pp)","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-earth/earth-elemental-spider"
"3","4d10+12","34","-1","Elemental Hero, Earth (3pp)","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-earth/earth-elemental-hero"
"5","8d10+24","68","-1","Elemental Champion, Earth (3pp)","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-earth/earth-elemental-champion"
"5","8d10+24","68","+0","Elemental Beetle, Earth (3pp)","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-earth/earth-elemental-beetle"
"1","2d10+2","13","-1","Earth Elemental, Small","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-earth/small-earth-elemental"
"3","4d10+12","34","-1","Earth Elemental, Medium","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-earth/medium-earth-elemental"
"5","8d10+24","68","-1","Earth Elemental, Large","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-earth/large-earth-elemental"
"7","10d10+40","95","-1","Earth Elemental, Huge","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-earth/huge-earth-elemental"
"9","13d10+65","136","-1","Earth Elemental, Greater","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-earth/greater-earth-elemental"
"11","16d10+80","168","-1","Earth Elemental, Elder","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-earth/elder-earth-elemental"
"3","4d10+12","34","-1","Cold Iron Elemental, Medium","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-cold-iron/cold-iron-elemental-medium"
"5","8d10+24","68","-1","Cold Iron Elemental, Large","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-cold-iron/large-cold-iron-elemental"
"7","10d10+40","95","-1","Cold Iron Elemental, Huge","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-cold-iron/huge-cold-iron-elemental"
"9","13d10+65","136","-1","Cold Iron Elemental, Greater","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-cold-iron/greater-cold-iron-elemental"
"11","16d10+80","168","-1","Cold Iron Elemental, Elder","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-cold-iron/elder-cold-iron-elemental"
"1","2d10+2","13","+6","Aether Elemental, Small","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-aether/aether-elemental-small"
"3","4d10+12","34","+8","Aether Elemental, Medium","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-aether/aether-elemental-medium"
"5","8d10+32","76","+11","Aether Elemental, Large","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-aether/aether-elemental-large"
"7","10d10+50","105","+13","Aether Elemental, Huge","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-aether/aether-elemental-huge"
"9","13d10+78","149","+14","Aether Elemental, Greater","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-aether/aether-elemental-greater"
"11","16d10+112","200","+15","Aether Elemental, Elder","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-aether/aether-elemental-elder"
"5","8d10+24","68","+1","Elemental Fiend, Waterfiend","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-fiend/elemental-fiend-waterfiend-tohc"
"5","8d10+24","68","+1","Elemental Fiend, Firefiend","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-fiend/elemental-fiend-firefiend-tohc"
"5","8d10+24","68","+1","Elemental Fiend, Earthfiend","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-fiend/elemental-fiend-earthfiend-tohc"
"5","8d10+24","68","+1","Elemental Fiend, Airfiend","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-fiend/elemental-fiend-airfiend-tohc"
"18","24d10+120","252","+3","Elemental Dragon, Water","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-dragon/elemental-dragon-water-tohc"
"22","24d10+120","252","+6","Elemental Dragon, Fire","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-dragon/elemental-dragon-fire-tohc"
"20","24d10+120","252","+0","Elemental Dragon, Earth","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-dragon/elemental-dragon-earth-tohc"
"18","24d10+120","252","+8","Elemental Dragon, Air","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-dragon/elemental-dragon-air-tohc"
"11","13d10+78","149","+10","Aerial Servant","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/aerial-servant"
"10","13d10+52","123","+7","Einherji","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/einherji"
"11","13d10+52","123","+5","Dorvae","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/dorvae"
"15","13d10+52","123","+8","Sunlord (Weaker Version)","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/heralds/sunlord/sunlord-thalachos"
"4","6d10","33","+4","Devil, Hesperian (Accomplice Devil)","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/devil/devil-accomplice"
"7","8d10+40","84","+7","Devil, Warmonger","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/devil/devil-apostate/devil-warmonger"
"12","13d10+104","175","+3","Devil, Heresy","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/devil/devil-apostate/devil-heresy"
"17","18d10+162","261","+14","Devil, Apostate","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/devil/devil-apostate"
"18","18d10+198","297","+11","Devil, Advodaza (Nemesis Devil)","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/devil/devil-nemesis"
"16","18d10+126","225","+8","Demon, Vilsteth","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/demon/demon-vilsteth"
"4","5d10+10","37","+7","Demon, Swaithe","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/demon/demon-swaithe"
"11","11d10+88","148","+11","Demon, Shachath","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/demon/demon-shachath"
"14","14d10+126","203","+7","Demon, Painajai","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/demon/demon-painajai"
"2","3d10+6","22","+1","Demon, Cambion","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/demon/demon-cambion"
